330805124,19,9306,P,1
330805124,19,6899,2B,2
330805124,19,7054,1B,3
330805124,19,9341,RF,4
330805124,19,7710,CF,5
330805124,19,8373,C,6
330805124,19,6698,3B,7
330805124,19,6793,SS,8
330805124,19,7567,LF,9
330805124,24,8953,2B,1
330805124,24,6132,RF,2
330805124,24,8649,1B,3
330805124,24,7311,LF,4
330805124,24,8934,PR-SS,5
330805124,24,8717,CF,6
330805124,24,8938,C,7
330805124,24,8831,SS-3B,8
330805124,24,9100,PH,9
330806124,19,6870,LF,1
330806124,19,7789,P,2
330806124,19,7054,1B,3
330806124,19,9341,RF,4
330806124,19,7710,CF,5
330806124,19,8373,C,6
330806124,19,6698,3B,7
330806124,19,6793,SS,8
330806124,19,7567,PH-2B,9
330806124,24,8953,2B,1
330806124,24,6132,RF,2
330806124,24,8649,1B,3
330806124,24,9070,PR-LF,4
330806124,24,7801,P,5
330806124,24,8717,CF,6
330806124,24,8938,C,7
330806124,24,8934,SS,8
330806124,24,8831,3B,9
330807124,19,6870,LF,1
330807124,19,6127,3B,2
330807124,19,7054,1B,3
330807124,19,9341,RF,4
330807124,19,7710,CF,5
330807124,19,7567,2B,6
330807124,19,9075,C,7
330807124,19,7789,P,8
330807124,19,6793,PH-SS,9
330807124,24,8953,2B,1
330807124,24,8717,CF,2
330807124,24,9070,PH,3
330807124,24,7311,LF,4
330807124,24,8101,P,5
330807124,24,9100,1B,6
330807124,24,8938,C,7
330807124,24,8831,SS-3B,8
330807124,24,8934,SS,9
330808124,19,6870,LF,1
330808124,19,6899,2B,2
330808124,19,7054,1B,3
330808124,19,9341,RF,4
330808124,19,7710,CF,5
330808124,19,8373,C,6
330808124,19,6698,3B,7
330808124,19,8863,SS,8
330808124,19,8758,P,9
330808124,24,8953,2B,1
330808124,24,6132,RF,2
330808124,24,8649,1B,3
330808124,24,7311,LF,4
330808124,24,8402,3B,5
330808124,24,8717,CF,6
330808124,24,9426,P,7
330808124,24,8934,SS,8
330808124,24,8938,C,9
330809124,16,9466,LF,1
330809124,16,8678,RF,2
330809124,16,8868,1B,3
330809124,16,7232,CF,4
330809124,16,7459,3B,5
330809124,16,8784,C,6
330809124,16,8611,SS,7
330809124,16,8787,2B,8
330809124,16,7206,P,9
330809124,24,8953,2B,1
330809124,24,8402,3B,2
330809124,24,8649,RF,3
330809124,24,7311,LF,4
330809124,24,9100,1B,5
330809124,24,8938,C,6
330809124,24,8717,CF,7
330809124,24,8831,PH,8
330809124,24,6132,PH,9
330810124,16,7232,CF,1
330810124,16,9466,LF,2
330810124,16,8868,1B,3
330810124,16,8784,C,4
330810124,16,8054,RF,5
330810124,16,8611,SS,6
330810124,16,6796,3B,7
330810124,16,8787,2B,8
330810124,16,7206,P,9
330810124,24,8953,2B,1
330810124,24,6132,RF,2
330810124,24,8649,1B,3
330810124,24,7311,LF,4
330810124,24,8402,3B,5
330810124,24,8717,CF,6
330810124,24,8101,C,7
330810124,24,8831,SS,8
330810124,24,9408,P,9
330811124,16,7232,CF,1
330811124,16,9466,LF,2
330811124,16,8868,1B,3
330811124,16,8784,C,4
330811124,16,6641,PH-RF,5
330811124,16,7459,3B,6
330811124,16,8611,SS,7
330811124,16,8787,2B,8
330811124,16,8341,P,9
330811124,24,8953,2B,1
330811124,24,9100,1B,2
330811124,24,8649,1B-RF,3
330811124,24,7311,LF,4
330811124,24,7801,P,5
330811124,24,8717,CF,6
330811124,24,8938,C,7
330811124,24,8934,SS,8
330811124,24,8831,3B,9
330813124,23,9118,LF,1
330813124,23,8571,2B,2
330813124,23,7977,CF,3
330813124,23,8645,3B,4
330813124,23,7628,C,5
330813124,23,7231,PH-SS,6
330813124,23,8950,PH-RF,7
330813124,23,9073,P,8
330813124,23,8385,PH-1B,9
330813124,24,8953,2B,1
330813124,24,6132,RF,2
330813124,24,8649,1B,3
330813124,24,9204,P,4
330813124,24,8101,C,5
330813124,24,8717,CF,6
330813124,24,9070,PH-LF,7
330813124,24,8934,SS,8
330813124,24,8831,3B,9
330814124,23,9118,LF,1
330814124,23,9198,SS,2
330814124,23,7977,CF,3
330814124,23,8645,3B,4
330814124,23,8571,2B,5
330814124,23,8385,1B,6
330814124,23,8647,RF,7
330814124,23,9394,C,8
330814124,23,7504,P,9
330814124,24,8953,2B,1
330814124,24,6132,RF,2
330814124,24,8649,1B,3
330814124,24,7311,LF,4
330814124,24,8402,3B,5
330814124,24,8717,CF,6
330814124,24,8938,C,7
330814124,24,8934,SS,8
330814124,24,8101,PH,9
330815124,23,9118,LF,1
330815124,23,8571,2B,2
330815124,23,7977,CF,3
330815124,23,8645,3B,4
330815124,23,7628,C,5
330815124,23,8385,PH-1B,6
330815124,23,8647,PH-RF,7
330815124,23,7231,SS,8
330815124,23,9221,P,9
330815124,24,8953,2B,1
330815124,24,8717,CF,2
330815124,24,7311,LF,3
330815124,24,8649,RF-1B,4
330815124,24,7345,C,5
330815124,24,9426,P,6
330815124,24,8934,SS,7
330815124,24,8831,SS-3B,8
330815124,24,9070,RF,9
330822124,15,8188,CF,1
330822124,15,8080,RF,2
330822124,15,8658,1B,3
330822124,15,8585,3B,4
330822124,15,7569,C,5
330822124,15,9356,LF,6
330822124,15,9201,SS,7
330822124,15,8204,2B,8
330822124,15,9451,PH,9
330822124,24,8953,2B,1
330822124,24,6132,RF,2
330822124,24,7311,LF,3
330822124,24,8649,1B,4
330822124,24,8402,3B,5
330822124,24,8468,CF,6
330822124,24,8101,C,7
330822124,24,9240,P,8
330822124,24,8831,PH-SS,9
330823124,15,8188,LF-RF,1
330823124,15,9356,LF,2
330823124,15,8658,1B,3
330823124,15,8585,3B,4
330823124,15,7569,C,5
330823124,15,9201,SS,6
330823124,15,7333,CF,7
